"","age","workclass","education","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","income"
"9531",40,5,"9th","Married-civ-spouse",7,"Husband","White","Male",0,0,40,"<=50K"
"9532",54,5,"HS-grad","Married-civ-spouse",4,"Husband","Black","Male",0,0,40,"<=50K"
"9533",18,6,"11th","Never-married",6,"Own-child","White","Male",0,0,30,"<=50K"
"9534",41,5,"Some-college","Married-civ-spouse",4,"Husband","White","Male",0,0,40,"<=50K"
"9535",57,5,"10th","Widowed",9,"Unmarried","White","Female",0,0,40,"<=50K"
"9536",37,5,"HS-grad","Married-civ-spouse",5,"Husband","White","Male",0,0,40,">50K"
"9537",46,5,"HS-grad","Never-married",9,"Unmarried","White","Female",0,0,24,"<=50K"
"9538",39,5,"HS-grad","Never-married",9,"Own-child","White","Female",0,0,38,"<=50K"
"9539",19,5,"HS-grad","Never-married",4,"Not-in-family","White","Female",0,0,40,"<=50K"
"9540",41,5,"Assoc-acdm","Married-civ-spouse",8,"Husband","White","Male",0,0,40,"<=50K"
"9541",54,5,"HS-grad","Never-married",2,"Not-in-family","White","Male",0,0,41,"<=50K"
"9542",39,5,"Masters","Married-civ-spouse",5,"Husband","White","Male",0,0,40,">50K"
"9543",41,5,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,0,40,">50K"
"9544",26,5,"Prof-school","Never-married",11,"Not-in-family","White","Female",0,0,30,"<=50K"
"9545",57,6,"HS-grad","Married-civ-spouse",2,"Husband","White","Male",0,0,50,"<=50K"
"9546",33,3,"Some-college","Married-civ-spouse",12,"Husband","White","Male",0,0,40,">50K"
"9547",56,5,"Some-college","Married-civ-spouse",5,"Husband","White","Male",0,0,40,">50K"
"9548",60,5,"HS-grad","Married-civ-spouse",8,"Husband","White","Male",0,0,40,"<=50K"
"9549",22,5,"HS-grad","Never-married",15,"Not-in-family","White","Male",0,0,70,"<=50K"
"9550",58,5,"12th","Married-civ-spouse",15,"Other-relative","White","Male",0,0,40,"<=50K"
"9551",18,5,"HS-grad","Never-married",13,"Own-child","Asian-Pac-Islander","Female",0,0,40,"<=50K"
"9552",56,5,"HS-grad","Widowed",9,"Unmarried","White","Female",0,0,40,"<=50K"
"9553",48,6,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,0,60,">50K"
"9554",38,5,"HS-grad","Divorced",9,"Not-in-family","White","Male",0,0,32,"<=50K"
"9555",58,5,"Some-college","Divorced",2,"Unmarried","White","Female",0,0,40,"<=50K"
"9556",23,5,"Some-college","Never-married",5,"Own-child","White","Male",0,0,50,"<=50K"
"9557",63,5,"Some-college","Married-civ-spouse",11,"Husband","White","Male",0,0,40,"<=50K"
"9558",51,5,"Bachelors","Divorced",11,"Not-in-family","White","Male",0,0,45,"<=50K"
"9559",22,NA,"5th-6th","Married-civ-spouse",NA,"Wife","Other","Female",0,0,40,"<=50K"
"9560",44,5,"HS-grad","Married-civ-spouse",6,"Husband","White","Male",0,0,70,"<=50K"
"9561",46,2,"Some-college","Divorced",14,"Not-in-family","White","Male",0,0,40,"<=50K"
"9562",64,8,"Bachelors","Married-civ-spouse",2,"Husband","White","Male",0,0,40,"<=50K"
"9563",32,5,"Bachelors","Married-civ-spouse",5,"Husband","Black","Male",0,0,40,">50K"
"9564",31,5,"Some-college","Married-civ-spouse",2,"Husband","White","Male",0,0,40,"<=50K"
"9565",36,5,"Assoc-voc","Married-civ-spouse",13,"Husband","White","Male",0,0,50,">50K"
"9566",21,5,"HS-grad","Never-married",9,"Not-in-family","White","Female",0,0,50,"<=50K"
"9567",30,5,"Some-college","Married-civ-spouse",4,"Husband","White","Male",0,0,40,"<=50K"
"9568",31,5,"Assoc-voc","Never-married",9,"Not-in-family","Black","Female",0,0,40,"<=50K"
"9569",59,3,"9th","Married-civ-spouse",9,"Husband","White","Male",0,0,40,"<=50K"
"9570",28,3,"Masters","Married-civ-spouse",11,"Wife","White","Female",0,0,20,">50K"
"9571",57,5,"HS-grad","Divorced",2,"Unmarried","White","Female",0,0,40,"<=50K"
"9572",44,5,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,0,45,"<=50K"
"9573",53,6,"Some-college","Divorced",5,"Not-in-family","White","Male",0,0,60,"<=50K"
"9574",58,7,"Some-college","Married-civ-spouse",5,"Husband","White","Male",0,0,60,">50K"
"9575",19,5,"Some-college","Never-married",9,"Own-child","White","Female",0,0,20,"<=50K"
"9576",39,6,"Assoc-acdm","Married-civ-spouse",5,"Husband","White","Male",0,0,50,">50K"
"9577",31,6,"Some-college","Married-civ-spouse",5,"Wife","Asian-Pac-Islander","Female",0,0,70,"<=50K"
"9578",27,5,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,0,40,"<=50K"
"9579",46,3,"9th","Separated",9,"Unmarried","Black","Female",0,0,40,"<=50K"
"9580",37,7,"Masters","Never-married",5,"Not-in-family","White","Male",0,0,40,"<=50K"
"9581",27,5,"Bachelors","Never-married",13,"Not-in-family","Black","Female",0,0,40,"<=50K"
"9582",33,5,"Some-college","Never-married",15,"Not-in-family","White","Male",0,0,55,"<=50K"
"9583",20,5,"Some-college","Never-married",9,"Own-child","White","Male",0,0,16,"<=50K"
"9584",55,5,"HS-grad","Divorced",4,"Not-in-family","White","Male",0,0,45,"<=50K"
"9585",39,5,"Assoc-acdm","Never-married",13,"Not-in-family","White","Female",0,0,40,"<=50K"
"9586",41,5,"HS-grad","Never-married",9,"Not-in-family","White","Female",0,0,40,"<=50K"
"9587",30,5,"Bachelors","Never-married",11,"Not-in-family","White","Female",0,0,40,"<=50K"
"9588",39,6,"Bachelors","Married-spouse-absent",13,"Not-in-family","White","Male",0,0,40,"<=50K"
"9589",28,5,"HS-grad","Separated",5,"Unmarried","White","Female",0,0,50,"<=50K"
"9590",25,5,"Some-college","Never-married",13,"Own-child","White","Male",0,0,24,"<=50K"
"9591",31,5,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,0,50,"<=50K"
"9592",51,5,"HS-grad","Married-civ-spouse",15,"Husband","White","Male",0,0,60,"<=50K"
"9593",24,5,"Bachelors","Never-married",2,"Own-child","White","Male",0,0,40,"<=50K"
"9594",70,5,"HS-grad","Divorced",12,"Not-in-family","White","Female",0,0,32,"<=50K"
"9595",23,5,"Some-college","Never-married",2,"Own-child","White","Male",0,0,40,"<=50K"
"9596",61,5,"HS-grad","Widowed",5,"Not-in-family","White","Female",0,0,40,"<=50K"
"9597",45,7,"7th-8th","Married-civ-spouse",5,"Husband","White","Male",0,0,55,">50K"
"9598",56,5,"Some-college","Divorced",9,"Not-in-family","White","Female",0,0,50,"<=50K"
"9599",20,5,"Some-college","Never-married",2,"Own-child","White","Female",0,0,15,"<=50K"
"9600",30,5,"HS-grad","Never-married",4,"Unmarried","Asian-Pac-Islander","Male",0,0,40,"<=50K"
"9601",27,5,"Bachelors","Married-civ-spouse",13,"Husband","White","Male",0,0,25,"<=50K"
"9602",40,5,"Bachelors","Married-civ-spouse",13,"Husband","White","Male",0,0,40,">50K"
"9603",60,NA,"HS-grad","Married-civ-spouse",NA,"Husband","White","Male",0,0,5,"<=50K"
"9604",58,5,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,0,40,">50K"
"9605",71,7,"Prof-school","Married-civ-spouse",6,"Husband","White","Male",0,0,2,"<=50K"
"9606",50,5,"Prof-school","Married-civ-spouse",11,"Husband","White","Male",0,0,60,">50K"
"9607",29,3,"Some-college","Never-married",5,"Not-in-family","White","Male",0,0,40,"<=50K"
"9608",60,8,"HS-grad","Married-civ-spouse",12,"Husband","Amer-Indian-Eskimo","Male",0,0,40,">50K"
"9609",33,5,"Assoc-acdm","Never-married",2,"Not-in-family","White","Male",0,0,50,"<=50K"
"9610",43,5,"Bachelors","Married-civ-spouse",9,"Wife","White","Female",0,0,35,">50K"
"9611",33,5,"10th","Never-married",7,"Unmarried","Black","Male",0,0,40,"<=50K"
"9612",33,5,"HS-grad","Married-civ-spouse",2,"Wife","White","Female",0,0,52,"<=50K"
"9613",32,8,"HS-grad","Married-civ-spouse",12,"Husband","White","Male",0,0,45,"<=50K"
"9614",21,5,"Some-college","Never-married",9,"Own-child","White","Female",0,0,9,"<=50K"
"9615",38,5,"HS-grad","Married-civ-spouse",11,"Wife","White","Female",0,0,40,"<=50K"
"9616",38,5,"Some-college","Married-civ-spouse",2,"Wife","White","Female",0,0,35,">50K"
"9617",39,8,"Some-college","Separated",5,"Unmarried","Black","Female",0,0,30,"<=50K"
"9618",17,5,"11th","Never-married",13,"Own-child","White","Female",0,0,15,"<=50K"
"9619",21,5,"Some-college","Married-civ-spouse",2,"Husband","White","Male",0,0,40,"<=50K"
"9620",42,5,"Some-college","Married-civ-spouse",14,"Husband","White","Male",0,0,20,">50K"
"9621",42,5,"HS-grad","Married-civ-spouse",5,"Wife","White","Female",0,0,40,">50K"
"9622",36,5,"11th","Divorced",9,"Not-in-family","White","Female",0,0,40,"<=50K"
"9623",32,5,"Some-college","Divorced",5,"Not-in-family","White","Female",0,0,50,">50K"
"9624",37,7,"Bachelors","Married-civ-spouse",11,"Husband","White","Male",0,0,40,">50K"
"9625",28,5,"Bachelors","Never-married",13,"Not-in-family","White","Male",0,0,40,"<=50K"
"9626",37,5,"Assoc-voc","Married-civ-spouse",4,"Husband","White","Male",0,0,40,"<=50K"
"9627",50,5,"HS-grad","Separated",11,"Unmarried","Other","Female",0,0,60,"<=50K"
"9628",49,5,"11th","Married-civ-spouse",4,"Husband","White","Male",0,0,40,"<=50K"
"9629",40,5,"Masters","Married-civ-spouse",5,"Husband","White","Male",0,0,40,">50K"
"9630",40,5,"Some-college","Married-civ-spouse",9,"Husband","White","Male",0,0,40,"<=50K"
"9631",49,5,"Some-college","Married-civ-spouse",4,"Husband","White","Male",0,0,40,"<=50K"
"9632",33,3,"HS-grad","Divorced",12,"Unmarried","White","Male",0,0,40,"<=50K"
"9633",24,5,"HS-grad","Never-married",4,"Not-in-family","White","Male",0,0,40,"<=50K"
"9634",41,5,"Masters","Never-married",2,"Not-in-family","White","Female",0,0,40,"<=50K"
"9635",43,5,"Some-college","Married-civ-spouse",14,"Husband","Black","Male",0,0,40,">50K"
"9636",84,7,"Bachelors","Married-civ-spouse",6,"Husband","White","Male",0,0,20,"<=50K"
"9637",23,5,"HS-grad","Never-married",13,"Own-child","White","Male",0,0,40,"<=50K"
"9638",41,5,"Bachelors","Married-civ-spouse",11,"Husband","White","Male",0,0,50,">50K"
"9639",30,7,"Some-college","Never-married",4,"Not-in-family","White","Male",0,0,45,"<=50K"
"9640",46,5,"Assoc-acdm","Married-civ-spouse",2,"Husband","Asian-Pac-Islander","Male",0,0,40,"<=50K"
"9641",34,5,"Some-college","Never-married",2,"Not-in-family","White","Male",0,0,40,"<=50K"
"9642",54,7,"Masters","Divorced",13,"Not-in-family","White","Male",0,0,60,"<=50K"
"9643",27,5,"Some-college","Never-married",2,"Own-child","Black","Male",0,0,40,"<=50K"
"9644",52,3,"Masters","Married-civ-spouse",11,"Wife","White","Female",0,0,40,">50K"
"9645",25,7,"HS-grad","Never-married",11,"Not-in-family","White","Male",0,0,40,"<=50K"
"9646",52,5,"Bachelors","Married-civ-spouse",5,"Husband","White","Male",0,0,55,">50K"
"9647",24,5,"HS-grad","Divorced",5,"Not-in-family","Amer-Indian-Eskimo","Female",0,0,50,"<=50K"
"9648",36,5,"HS-grad","Never-married",2,"Not-in-family","Black","Female",0,0,40,"<=50K"
"9649",31,5,"HS-grad","Married-civ-spouse",7,"Husband","White","Male",0,0,40,"<=50K"
"9650",66,NA,"Some-college","Married-civ-spouse",NA,"Husband","White","Male",0,0,20,"<=50K"
"9651",47,5,"Some-college","Divorced",2,"Not-in-family","White","Female",0,0,35,"<=50K"
"9652",55,7,"7th-8th","Married-civ-spouse",6,"Husband","White","Male",0,0,50,"<=50K"
"9653",32,5,"HS-grad","Never-married",7,"Not-in-family","White","Female",0,0,35,"<=50K"
"9654",48,5,"Some-college","Separated",2,"Other-relative","Black","Female",0,0,40,"<=50K"
"9655",21,5,"HS-grad","Married-civ-spouse",13,"Husband","Other","Male",0,0,35,"<=50K"
"9656",33,5,"Assoc-acdm","Married-spouse-absent",11,"Own-child","White","Female",0,0,40,"<=50K"
"9657",27,5,"Some-college","Never-married",11,"Not-in-family","White","Female",0,0,48,"<=50K"
"9658",47,5,"Assoc-voc","Never-married",11,"Not-in-family","White","Female",0,0,40,"<=50K"
"9659",18,5,"11th","Never-married",9,"Own-child","White","Female",0,0,24,"<=50K"
"9660",44,6,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,0,60,">50K"
"9661",23,5,"Some-college","Never-married",4,"Own-child","White","Male",0,0,37,"<=50K"
"9662",18,5,"10th","Never-married",13,"Own-child","White","Female",0,0,35,"<=50K"
"9663",56,5,"HS-grad","Married-civ-spouse",5,"Husband","White","Male",0,0,50,"<=50K"
"9664",24,5,"Bachelors","Never-married",2,"Own-child","White","Male",0,0,35,"<=50K"
"9665",43,5,"Bachelors","Married-civ-spouse",4,"Husband","White","Male",0,0,40,">50K"
"9666",23,5,"Bachelors","Never-married",13,"Own-child","White","Female",0,0,60,"<=50K"
"9667",26,5,"Some-college","Never-married",13,"Own-child","White","Male",0,0,42,"<=50K"
"9668",42,5,"HS-grad","Widowed",13,"Unmarried","White","Male",0,0,40,"<=50K"
"9669",23,5,"HS-grad","Never-married",2,"Not-in-family","White","Female",0,0,40,"<=50K"
"9670",53,7,"10th","Married-civ-spouse",4,"Husband","White","Male",0,0,40,"<=50K"
"9671",40,5,"HS-grad","Never-married",9,"Own-child","White","Male",0,0,25,"<=50K"
"9672",27,5,"Bachelors","Never-married",11,"Not-in-family","White","Male",0,0,50,"<=50K"
"9673",24,3,"Some-college","Separated",12,"Not-in-family","White","Male",0,0,60,"<=50K"
"9674",42,5,"HS-grad","Divorced",4,"Other-relative","White","Female",0,0,40,"<=50K"
"9675",41,5,"HS-grad","Separated",2,"Unmarried","White","Female",0,0,40,"<=50K"
"9676",23,5,"Some-college","Never-married",7,"Own-child","White","Male",0,0,10,"<=50K"
"9677",42,7,"Masters","Married-civ-spouse",11,"Husband","White","Male",0,0,65,"<=50K"
"9678",38,5,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,0,40,">50K"
"9679",63,7,"7th-8th","Married-civ-spouse",6,"Husband","White","Male",0,0,30,"<=50K"
"9680",31,5,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,0,40,"<=50K"
"9681",18,7,"11th","Never-married",9,"Own-child","White","Female",0,0,4,"<=50K"
"9682",21,5,"Some-college","Never-married",9,"Own-child","White","Male",0,0,30,"<=50K"
"9683",24,5,"Bachelors","Married-civ-spouse",11,"Other-relative","Asian-Pac-Islander","Female",0,0,40,"<=50K"
"9684",55,5,"Some-college","Married-civ-spouse",4,"Husband","White","Male",0,0,40,"<=50K"
"9685",31,5,"Some-college","Divorced",13,"Own-child","White","Female",0,0,30,"<=50K"
"9686",23,5,"Some-college","Never-married",2,"Own-child","White","Female",0,0,20,"<=50K"
"9687",35,5,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,0,40,"<=50K"
"9688",51,7,"Some-college","Married-civ-spouse",13,"Husband","White","Male",0,0,60,"<=50K"
"9689",19,5,"Some-college","Never-married",12,"Own-child","White","Female",0,0,30,"<=50K"
"9690",38,3,"HS-grad","Divorced",12,"Not-in-family","White","Male",0,0,56,"<=50K"
"9691",70,7,"Prof-school","Married-civ-spouse",11,"Husband","White","Male",0,0,25,"<=50K"
"9692",53,5,"10th","Divorced",4,"Not-in-family","White","Male",0,0,40,"<=50K"
"9693",59,5,"Doctorate","Married-civ-spouse",5,"Husband","White","Male",0,0,40,">50K"
"9694",39,5,"Some-college","Married-civ-spouse",15,"Husband","White","Male",0,0,43,"<=50K"
"9695",18,5,"12th","Never-married",13,"Own-child","White","Female",0,0,20,"<=50K"
"9696",41,NA,"HS-grad","Never-married",NA,"Not-in-family","White","Female",0,0,30,"<=50K"
"9697",19,NA,"Some-college","Never-married",NA,"Own-child","White","Male",0,0,10,"<=50K"
"9698",24,5,"Some-college","Divorced",2,"Not-in-family","White","Female",0,0,40,"<=50K"
"9699",25,5,"HS-grad","Never-married",2,"Not-in-family","White","Female",0,0,38,"<=50K"
"9700",32,5,"Some-college","Never-married",5,"Not-in-family","Black","Male",0,0,40,"<=50K"
"9701",35,5,"HS-grad","Never-married",13,"Not-in-family","White","Female",0,0,40,"<=50K"
"9702",18,5,"HS-grad","Never-married",13,"Own-child","White","Male",0,0,20,"<=50K"
"9703",37,5,"HS-grad","Never-married",2,"Not-in-family","White","Male",0,0,42,"<=50K"
"9704",30,5,"Some-college","Never-married",9,"Unmarried","White","Female",0,0,36,"<=50K"
"9705",22,5,"HS-grad","Never-married",11,"Not-in-family","White","Female",0,0,40,"<=50K"
"9706",50,3,"Some-college","Separated",9,"Unmarried","Black","Female",0,0,28,"<=50K"
"9707",70,5,"HS-grad","Divorced",9,"Not-in-family","White","Female",0,0,23,"<=50K"
"9708",43,5,"Masters","Married-civ-spouse",11,"Husband","White","Male",0,0,40,">50K"
"9709",77,7,"Some-college","Never-married",4,"Not-in-family","White","Male",0,0,40,"<=50K"
"9710",30,7,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,0,40,"<=50K"
"9711",33,5,"Some-college","Married-civ-spouse",8,"Husband","White","Male",0,0,39,"<=50K"
"9712",22,5,"Some-college","Never-married",2,"Own-child","White","Male",0,0,12,"<=50K"
"9713",33,5,"HS-grad","Married-civ-spouse",15,"Husband","Black","Male",0,0,40,"<=50K"
"9714",27,5,"11th","Married-civ-spouse",13,"Husband","White","Male",0,0,40,"<=50K"
"9715",35,5,"Some-college","Never-married",5,"Not-in-family","White","Male",0,0,60,"<=50K"
"9716",32,5,"Some-college","Divorced",13,"Not-in-family","White","Female",0,0,55,"<=50K"
"9717",41,5,"Bachelors","Married-civ-spouse",14,"Wife","White","Female",0,0,25,">50K"
"9718",37,5,"Some-college","Married-civ-spouse",4,"Husband","White","Male",0,0,40,"<=50K"
"9719",17,5,"11th","Never-married",13,"Own-child","White","Male",0,0,15,"<=50K"
"9720",50,5,"Bachelors","Divorced",5,"Not-in-family","White","Male",0,0,55,">50K"
"9721",31,NA,"HS-grad","Married-civ-spouse",NA,"Husband","Asian-Pac-Islander","Male",0,0,40,"<=50K"
"9722",54,8,"HS-grad","Separated",5,"Unmarried","White","Female",0,0,38,"<=50K"
"9723",23,8,"HS-grad","Never-married",9,"Own-child","Black","Male",0,0,40,"<=50K"
"9724",40,5,"Bachelors","Divorced",2,"Unmarried","White","Female",0,0,20,"<=50K"
"9725",38,5,"HS-grad","Married-spouse-absent",9,"Not-in-family","White","Male",0,0,35,"<=50K"
"9726",30,5,"Assoc-voc","Married-civ-spouse",5,"Husband","White","Male",0,0,55,"<=50K"
"9727",20,5,"Some-college","Never-married",13,"Own-child","Asian-Pac-Islander","Male",0,0,8,"<=50K"
"9728",43,7,"Some-college","Married-civ-spouse",6,"Husband","White","Male",0,0,50,"<=50K"
"9729",25,5,"Some-college","Never-married",14,"Own-child","White","Male",0,0,25,"<=50K"
"9730",39,5,"Masters","Married-civ-spouse",13,"Husband","White","Male",0,0,50,">50K"
"9731",48,5,"Assoc-acdm","Married-civ-spouse",11,"Husband","White","Male",0,0,50,">50K"
"9732",41,7,"HS-grad","Divorced",9,"Unmarried","White","Female",0,0,40,"<=50K"
"9733",24,5,"Bachelors","Never-married",2,"Not-in-family","White","Male",0,0,30,"<=50K"
"9734",20,5,"Some-college","Never-married",2,"Own-child","White","Male",0,0,40,"<=50K"
"9735",25,5,"Some-college","Never-married",2,"Not-in-family","White","Female",0,0,40,"<=50K"
"9736",57,5,"Some-college","Married-civ-spouse",4,"Husband","White","Male",0,0,40,">50K"
"9737",39,5,"Some-college","Married-civ-spouse",5,"Wife","White","Female",0,0,35,">50K"
"9738",66,5,"Bachelors","Married-civ-spouse",11,"Husband","White","Male",0,0,40,">50K"
"9739",34,5,"Some-college","Divorced",2,"Unmarried","White","Female",0,0,40,"<=50K"
"9740",46,5,"HS-grad","Married-civ-spouse",13,"Wife","White","Female",0,0,40,"<=50K"
"9741",42,3,"Masters","Divorced",11,"Unmarried","White","Female",0,0,45,"<=50K"
"9742",34,3,"HS-grad","Never-married",12,"Own-child","White","Male",0,0,40,"<=50K"
"9743",43,5,"Some-college","Married-civ-spouse",14,"Wife","Black","Female",0,0,40,"<=50K"
"9744",42,5,"Some-college","Divorced",5,"Own-child","White","Female",0,0,40,"<=50K"
"9745",31,5,"Bachelors","Never-married",13,"Not-in-family","White","Male",0,0,48,"<=50K"
"9746",70,NA,"Some-college","Married-civ-spouse",NA,"Husband","White","Male",0,0,30,"<=50K"
"9747",32,5,"Some-college","Married-civ-spouse",5,"Husband","White","Male",0,0,40,"<=50K"
"9748",46,2,"HS-grad","Married-civ-spouse",2,"Husband","White","Male",0,0,40,">50K"
"9749",42,6,"7th-8th","Divorced",4,"Unmarried","White","Male",0,0,25,"<=50K"
"9750",21,5,"Assoc-voc","Never-married",5,"Own-child","White","Male",0,0,40,"<=50K"
"9751",24,5,"Bachelors","Never-married",13,"Not-in-family","White","Female",0,0,40,"<=50K"
"9752",23,5,"HS-grad","Never-married",13,"Other-relative","White","Male",0,0,55,"<=50K"
"9753",37,5,"Some-college","Divorced",2,"Unmarried","White","Female",0,0,45,"<=50K"
"9754",19,NA,"11th","Never-married",NA,"Unmarried","White","Female",0,0,30,"<=50K"
"9755",44,2,"Assoc-acdm","Married-civ-spouse",4,"Husband","White","Male",0,0,40,">50K"
"9756",29,5,"HS-grad","Married-civ-spouse",15,"Husband","Black","Male",0,0,40,"<=50K"
"9757",30,5,"Assoc-voc","Married-civ-spouse",2,"Wife","White","Female",0,0,24,"<=50K"
"9758",36,5,"Some-college","Married-civ-spouse",13,"Husband","White","Male",0,0,44,"<=50K"
"9759",49,7,"Bachelors","Never-married",13,"Not-in-family","White","Male",0,0,45,"<=50K"
"9760",29,5,"HS-grad","Divorced",4,"Not-in-family","White","Male",0,0,40,"<=50K"
"9761",45,3,"HS-grad","Never-married",2,"Not-in-family","Black","Female",0,0,40,"<=50K"
"9762",75,8,"Doctorate","Married-civ-spouse",11,"Husband","Black","Male",0,0,20,">50K"
"9763",42,5,"HS-grad","Never-married",10,"Not-in-family","White","Female",0,0,40,"<=50K"
"9764",37,5,"Assoc-acdm","Divorced",5,"Not-in-family","White","Female",0,0,40,"<=50K"
"9765",51,5,"Bachelors","Married-civ-spouse",8,"Husband","White","Male",0,0,25,"<=50K"
"9766",61,3,"HS-grad","Married-civ-spouse",6,"Husband","White","Male",0,0,48,"<=50K"
"9767",50,3,"HS-grad","Married-civ-spouse",2,"Husband","Black","Male",0,0,40,"<=50K"
"9768",59,5,"HS-grad","Never-married",8,"Not-in-family","White","Male",0,0,40,"<=50K"
"9769",25,5,"HS-grad","Never-married",2,"Unmarried","White","Female",0,0,30,"<=50K"
"9770",22,5,"HS-grad","Never-married",7,"Own-child","White","Male",0,0,16,"<=50K"
"9771",56,5,"Some-college","Married-civ-spouse",15,"Husband","White","Male",0,0,40,">50K"
"9772",44,5,"Bachelors","Never-married",2,"Unmarried","Black","Female",0,0,40,"<=50K"
"9773",35,5,"Assoc-voc","Married-civ-spouse",4,"Husband","White","Male",0,0,50,"<=50K"
"9774",57,5,"HS-grad","Never-married",5,"Not-in-family","White","Male",0,0,40,"<=50K"
"9775",27,5,"Bachelors","Never-married",5,"Not-in-family","White","Female",0,0,40,"<=50K"
"9776",30,5,"Bachelors","Never-married",11,"Own-child","Black","Male",0,0,40,"<=50K"
"9777",46,5,"11th","Married-civ-spouse",15,"Husband","Black","Male",0,0,40,"<=50K"
"9778",48,6,"Prof-school","Married-civ-spouse",11,"Husband","White","Male",0,0,60,">50K"
"9779",61,5,"Bachelors","Divorced",2,"Not-in-family","White","Male",0,0,40,">50K"
"9780",33,5,"HS-grad","Never-married",15,"Not-in-family","White","Male",0,0,87,"<=50K"
"9781",40,5,"HS-grad","Married-civ-spouse",9,"Husband","Black","Male",0,0,40,"<=50K"
"9782",58,6,"Some-college","Married-civ-spouse",5,"Husband","White","Male",0,0,65,">50K"
"9783",35,5,"Some-college","Married-civ-spouse",11,"Husband","White","Male",0,0,40,">50K"
"9784",51,6,"Some-college","Divorced",5,"Unmarried","White","Female",0,0,50,"<=50K"
"9785",37,5,"12th","Never-married",9,"Own-child","White","Female",0,0,40,"<=50K"
"9786",41,5,"HS-grad","Never-married",4,"Not-in-family","White","Male",0,0,54,"<=50K"
"9787",44,7,"11th","Married-civ-spouse",6,"Husband","White","Male",0,0,88,"<=50K"
"9788",41,8,"Bachelors","Married-civ-spouse",11,"Wife","Amer-Indian-Eskimo","Female",0,0,48,">50K"
"9789",37,5,"9th","Separated",10,"Unmarried","White","Female",0,0,16,"<=50K"
"9790",34,5,"Some-college","Never-married",2,"Own-child","White","Female",0,0,40,"<=50K"
"9791",24,2,"Bachelors","Never-married",14,"Own-child","White","Female",0,0,40,"<=50K"
"9792",20,5,"Some-college","Never-married",7,"Own-child","White","Male",0,0,40,"<=50K"
"9793",38,5,"Bachelors","Married-civ-spouse",5,"Husband","White","Male",0,0,40,"<=50K"
"9794",28,5,"Assoc-voc","Never-married",9,"Not-in-family","White","Female",0,0,40,"<=50K"
"9795",20,7,"HS-grad","Never-married",15,"Own-child","White","Male",0,0,45,"<=50K"
"9796",22,2,"Bachelors","Never-married",14,"Own-child","White","Male",0,0,8,"<=50K"
"9797",55,5,"Bachelors","Divorced",2,"Unmarried","White","Female",0,0,73,"<=50K"
"9798",20,5,"Some-college","Never-married",11,"Not-in-family","White","Male",0,0,35,"<=50K"
"9799",26,5,"Bachelors","Never-married",11,"Not-in-family","White","Female",0,0,40,"<=50K"
"9800",20,6,"HS-grad","Never-married",6,"Own-child","White","Male",0,0,70,"<=50K"
"9801",40,5,"9th","Divorced",9,"Not-in-family","White","Female",0,0,40,"<=50K"
"9802",33,5,"HS-grad","Married-civ-spouse",13,"Husband","White","Male",0,0,50,">50K"
"9803",54,NA,"Some-college","Divorced",NA,"Own-child","White","Male",0,0,50,"<=50K"
"9804",24,5,"HS-grad","Never-married",13,"Not-in-family","White","Female",0,0,40,"<=50K"
"9805",25,5,"Some-college","Never-married",5,"Own-child","White","Male",0,0,46,"<=50K"
"9806",18,5,"11th","Never-married",9,"Own-child","White","Male",0,0,8,"<=50K"
"9807",49,7,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,0,60,"<=50K"
"9808",17,5,"12th","Never-married",7,"Own-child","White","Male",0,0,17,"<=50K"
"9809",34,7,"Assoc-voc","Married-civ-spouse",4,"Husband","White","Male",0,0,45,"<=50K"
"9810",37,5,"Bachelors","Married-civ-spouse",11,"Husband","White","Male",0,0,45,">50K"
"9811",49,2,"Some-college","Married-civ-spouse",5,"Husband","White","Male",0,0,40,">50K"
"9812",37,5,"HS-grad","Divorced",6,"Not-in-family","White","Male",0,0,40,"<=50K"
"9813",40,5,"HS-grad","Married-civ-spouse",5,"Wife","White","Female",0,0,35,">50K"
"9814",44,5,"HS-grad","Separated",2,"Not-in-family","White","Female",0,0,40,"<=50K"
"9815",40,5,"10th","Married-civ-spouse",9,"Wife","Black","Female",0,0,32,"<=50K"
"9816",58,5,"HS-grad","Married-civ-spouse",13,"Wife","White","Female",0,0,40,"<=50K"
"9817",44,5,"HS-grad","Married-civ-spouse",4,"Husband","White","Male",0,0,40,"<=50K"
"9818",42,5,"Some-college","Married-civ-spouse",13,"Husband","White","Male",0,0,25,">50K"
"9819",39,5,"HS-grad","Never-married",9,"Not-in-family","White","Male",0,0,18,"<=50K"
"9820",19,5,"HS-grad","Never-married",9,"Own-child","Black","Male",0,0,40,"<=50K"
